record,run_id,block,formula,object,step,scenario,residual,tolerance,normalized_residual,unit,pass
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/4,11,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/5,11,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/6,11,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/7,11,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/8,11,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/9,11,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/10,11,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/11,11,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/12,11,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/13,11,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/14,11,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/15,11,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/16,11,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/17,11,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/18,11,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/19,11,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/20,11,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/21,11,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/22,11,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-inventory,S/1,12,1,2.7755575615628914e-17,6.25e-8,4.440892098500626e-10,MWh,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/1,12,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/2,12,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/3,12,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/4,12,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/5,12,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/6,12,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/7,12,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/8,12,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/9,12,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/10,12,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/11,12,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/12,12,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/13,12,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/14,12,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/15,12,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/16,12,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/17,12,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/18,12,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/19,12,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/20,12,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/21,12,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/22,12,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/23,12,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/24,12,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-inventory,S/1,13,1,2.7755575615628914e-17,6.25e-8,4.440892098500626e-10,MWh,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/1,13,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/2,13,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/3,13,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/4,13,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/5,13,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/6,13,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/7,13,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/8,13,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/9,13,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/10,13,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/11,13,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/12,13,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/13,13,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/14,13,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/15,13,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/16,13,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/17,13,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/18,13,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/19,13,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/20,13,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/21,13,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/22,13,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/23,13,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/24,13,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/25,13,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/26,13,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-inventory,S/1,14,1,4.163336342344337e-17,6.25e-8,6.661338147750939e-10,MWh,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/1,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/2,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/3,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/4,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/5,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/6,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/7,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/8,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/9,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/10,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/11,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/12,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/13,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/14,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/15,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/16,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/17,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/18,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/19,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/20,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/21,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/22,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/23,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/24,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/25,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/26,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/27,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/28,14,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-inventory,S/1,15,1,5.551115123125783e-17,6.25e-8,8.881784197001252e-10,MWh,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/1,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/2,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/3,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/4,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/5,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/6,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/7,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/8,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/9,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/10,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/11,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/12,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/13,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/14,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/15,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/16,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/17,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/18,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/19,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/20,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/21,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/22,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/23,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/24,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/25,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/26,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/27,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/28,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/29,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/30,15,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-inventory,S/1,16,1,5.551115123125783e-17,6.25e-8,8.881784197001252e-10,MWh,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/1,16,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/2,16,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/3,16,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/4,16,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/5,16,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/6,16,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/7,16,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/8,16,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/9,16,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/10,16,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/11,16,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/12,16,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/13,16,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/14,16,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/15,16,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/16,16,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/17,16,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/18,16,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/19,16,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/20,16,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/21,16,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/22,16,1,0.0,0.0001,0.0,K,true
hand_reference_fault0_gurobi_n16,r7-transport-3fd43866-254b-43b3-a515-0f344ce76065,thermal,R7-T4-spatial,S/1/23,16,1,0.0,0.0001,0.0,K,true
